Master Record Number,Date,Weekend?,Hour,Collision Type,Injury Type,Primary Factor,Reported_Location,Latitude,Longitude,Location,Number of Bars
902376433,2015-01-01,Weekend,900,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,GETTYS CREEK & SR46,39.16351024,-86.41786097,"39.16351024,-86.41786097",0
902376467,2015-01-01,Weekday,2200,1-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,S MONON,39.1506691,-86.53471374,"39.1506691,-86.53471374",4
902376541,2015-01-02,Weekday,200,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,E 14TH,39.17600327,-86.53063151,"39.17600327,-86.53063151",40
902376554,2015-01-02,Weekday,200,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,JORDAN & THIRD,39.16427532,-86.51640856,"39.16427532,-86.51640856",19
902376562,2015-01-01,Weekend,0,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,S ROCKPORT & W MAY,39.093344,-86.5868,"39.093344,-86.5868",0
902376565,2015-01-06,Weekend,2200,1-Car,Non-incapacitating,RAN OFF ROAD RIGHT,ANNE & STRAIN RIDGE,39.04934026,-86.51109208,"39.04934026,-86.51109208",0
902376571,2015-01-07,Weekend,2300,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,E WINDEMERE DR,39.164032,-86.570272,"39.164032,-86.570272",5
902376691,2015-01-02,Weekday,300,3+ Cars,No injury/unknown,UNSAFE SPEED,E 13TH & INDIANA,39.175504,-86.527104,"39.175504,-86.527104",40
902376750,2015-01-02,Weekday,1000,1-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,WEST 2ND,39.16122743,-86.51884571,"39.16122743,-86.51884571",36
902376844,2015-01-05,Weekday,700,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,W BEECH & W WOODLAND,39.208544,-86.591504,"39.208544,-86.591504",0
902376914,2015-01-02,Weekday,1500,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,W SR 45,39.2512,-86.652504,"39.2512,-86.652504",0
902376951,2015-01-02,Weekday,1700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,SR37S & W VERNAL,39.17662048,-86.56252288,"39.17662048,-86.56252288",3
902376993,2015-01-02,Weekday,1600,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,BLOOMFIELD & LANDMARK,39.15993981,-86.55382007,"39.15993981,-86.55382007",7
902377011,2015-01-03,Weekday,1800,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,SR37S & VICTOR,39.105552,-86.551104,"39.105552,-86.551104",0
902377048,2015-01-03,Weekday,0,2-Car,No injury/unknown,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,OLD STATE ROAD 37 & ORCHARD,39.11584,-86.5312,"39.11584,-86.5312",0
902377198,2015-01-01,Weekend,900,1-Car,Incapacitating,SPEED TOO FAST FOR WEATHER CONDITIONS,FRIENDSHIP & SR46,39.15149145,-86.40317983,"39.15149145,-86.40317983",0
902377242,2015-01-01,Weekend,1300,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,SO KINGSTON,39.16742706,-86.49314117,"39.16742706,-86.49314117",6
902384082,2015-01-06,Weekday,1000,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,7TH & GRANT,39.16864,-86.529696,"39.16864,-86.529696",42
902384099,2015-01-07,Weekend,1500,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,BLOOMFIELD & CORY,39.157248,-86.559792,"39.157248,-86.559792",3
902384137,2015-01-07,Weekend,1800,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,KIRKWOOD & MADISON,39.166656,-86.537296,"39.166656,-86.537296",43
902384175,2015-01-07,Weekend,1900,2-Car,No injury/unknown,UNSAFE BACKING,S WALNUT,39.14705763,-86.53257665,"39.14705763,-86.53257665",4
902384258,2015-01-07,Weekend,2300,1-Car,No injury/unknown,LEFT OF CENTER,SR37S & WAYSIDE,39.10921097,-86.53382873,"39.10921097,-86.53382873",0
902384269,2015-01-06,Weekday,1300,2-Car,No injury/unknown,IMPROPER LANE USAGE,VERNAL,39.176544,-86.5624,"39.176544,-86.5624",3
902384360,2015-02-01,Weekend,100,1-Car,Non-incapacitating,RAN OFF ROAD RIGHT,JEFFERSON & TENTH,39.17145984,-86.50680459,"39.17145984,-86.50680459",5
902384470,2015-01-07,Weekend,1700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,9TH & COLLEGE,39.170544,-86.534768,"39.170544,-86.534768",39
902384482,2015-02-01,Weekend,1100,2-Car,No injury/unknown,UNSAFE BACKING,NORTH WALNUT,39.19396833,-86.53335146,"39.19396833,-86.53335146",1
902384628,2015-01-07,Weekend,1900,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,EAST RHORER & SOUTH WALNUT STREET,39.12144,-86.526496,"39.12144,-86.526496",0
902384641,2015-02-01,Weekend,1500,2-Car,Incapacitating,IMPROPER TURNING,ATWATER & JORDAN,39.163168,-86.516384,"39.163168,-86.516384",20
902384754,2015-02-01,Weekend,1800,1-Car,No injury/unknown,IMPROPER TURNING,SR45E,39.21936967,-86.44920774,"39.21936967,-86.44920774",0
902384755,2015-01-07,Weekend,1800,1-Car,Incapacitating,RAN OFF ROAD RIGHT,HARRODSBURG & W POPCORN,38.85405138,-86.54503986,"38.85405138,-86.54503986",0
902384833,2015-01-07,Weekend,300,1-Car,No injury/unknown,DRIVER ASLEEP OR FATIGUED,E CHAMBERS & SR37,39.30651541,-86.51481628,"39.30651541,-86.51481628",0
902385040,2015-02-02,Weekday,900,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,1425 S CURRY & GIFFORD,39.156896,-86.582704,"39.156896,-86.582704",4
902385118,2015-02-02,Weekday,1000,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,BUICK CADILLAC & COLLEGE MALL,39.15816,-86.497792,"39.15816,-86.497792",6
902385272,2015-02-02,Weekday,900,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E COVENANTER & S CLARIZZ,39.15462032,-86.49176401,"39.15462032,-86.49176401",6
902385416,2015-02-02,Weekday,1200,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,11TH & VERNAL,39.17323818,-86.55512325,"39.17323818,-86.55512325",5
902385610,2015-02-02,Weekday,1500,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,2ND & LINCOLN,39.16144,-86.531056,"39.16144,-86.531056",43
902385962,2015-02-02,Weekday,1100,2-Car,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,ATWATER & HAWTHORNE,39.16309007,-86.52020998,"39.16309007,-86.52020998",40
902385987,2015-02-03,Weekday,900,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,KIMBLE & W 3RD,39.16464,-86.568,"39.16464,-86.568",5
902386055,2015-02-03,Weekday,900,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,E WINSLOW & S WALNUT,39.136144,-86.528688,"39.136144,-86.528688",1
902386082,2015-02-03,Weekday,900,2-Car,No injury/unknown,VIEW OBSTRUCTED,SOUTH MULLER,39.16180998,-86.56743228,"39.16180998,-86.56743228",5
902386232,2015-02-03,Weekday,1400,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,CONSTITUTION & LIBERTY,39.149552,-86.575936,"39.149552,-86.575936",1
902386319,2015-02-03,Weekday,1500,2-Car,No injury/unknown,UNSAFE BACKING,S COLLEGE MALL,39.16394547,-86.49833535,"39.16394547,-86.49833535",6
902386354,2015-02-03,Weekday,1600,2-Car,No injury/unknown,IMPROPER TURNING,10TH & UNION,39.171472,-86.509376,"39.171472,-86.509376",5
902386355,2015-02-03,Weekday,1600,2-Car,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,NORTH WILLIS & WESTFIELD,39.18056,-86.543968,"39.18056,-86.543968",19
902386360,2015-02-03,Weekday,1400,2-Car,No injury/unknown,UNSAFE BACKING,S MONROE MEDICAL PARK,39.156144,-86.521648,"39.156144,-86.521648",39
902386361,2015-02-03,Weekday,1700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,17TH & FESS,39.179008,-86.525888,"39.179008,-86.525888",34
902386362,2015-02-03,Weekday,1700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,N CURRY & W VERNAL,39.179248,-86.5832,"39.179248,-86.5832",4
902386414,2015-02-03,Weekday,1700,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,2400 S WALNUT & S WALNUT ST,39.16664,-86.5336,"39.16664,-86.5336",42
902386429,2015-02-03,Weekday,1900,Bus,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,LONGVIEW & PETE ELLIS,39.166944,-86.495056,"39.166944,-86.495056",6
902386455,2015-02-03,Weekday,1600,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,10TH & COLLEGE,39.171744,-86.534768,"39.171744,-86.534768",39
902386566,2015-02-04,Weekday,300,1-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,S COPPER BEACH,39.15620685,-86.56997233,"39.15620685,-86.56997233",5
902386945,2015-02-04,Weekday,1100,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,EAST ATWATER & HAWTHORNE,39.163232,-86.520176,"39.163232,-86.520176",40
902386948,2015-02-04,Weekday,1200,2-Car,No injury/unknown,UNSAFE BACKING,DECKARD & SR45,39.173648,-86.481888,"39.173648,-86.481888",4
902386983,2015-02-03,Weekday,1300,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E WOODVIEW & SR46E,39.152,-86.3812,"39.152,-86.3812",0
902387008,2015-02-04,Weekday,1300,2-Car,No injury/unknown,UNSAFE BACKING,JORDAN & LAW,39.173552,-86.515488,"39.173552,-86.515488",12
902387085,2015-02-04,Weekday,1300,3+ Cars,Non-incapacitating,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,MILO B SAMPSON & SR46E,39.18907166,-86.52171325,"39.18907166,-86.52171325",1
902400431,2015-01-05,Weekday,2000,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,FORREST PARK DR & SR46E,39.21205902,-86.58701324,"39.21205902,-86.58701324",0
902400432,2015-02-03,Weekday,2000,Bus,No injury/unknown,ROADWAY SURFACE CONDITION,W STATE ROAD 46,39.2512,-86.652504,"39.2512,-86.652504",0
902400433,2015-02-04,Weekday,1500,1-Car,No injury/unknown,DRIVER ILLNESS,SALE & SR46,39.23414396,-86.62434641,"39.23414396,-86.62434641",1
902400443,2015-02-02,Weekday,1200,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,DUNN & SR46E,39.186352,-86.528496,"39.186352,-86.528496",3
902400766,2015-02-02,Weekday,1600,2-Car,No injury/unknown,UNSAFE BACKING,17TH & WALNUT GROVE,39.17896861,-86.52179368,"39.17896861,-86.52179368",33
902400974,2015-02-04,Weekday,1300,1-Car,No injury/unknown,ROADWAY SURFACE CONDITION,SR446S & WALDRIP,39.06173282,-86.41444601,"39.06173282,-86.41444601",0
902401070,2015-02-03,Weekday,700,2-Car,No injury/unknown,UNSAFE BACKING,W GOURLEY,39.185232,-86.54060206,"39.185232,-86.54060206",3
902401097,2015-02-07,Weekend,1300,2-Car,No injury/unknown,UNSAFE BACKING,SR45W,39.125312,-86.610496,"39.125312,-86.610496",0
902401098,2015-02-02,Weekday,800,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,FOXWOOD,39.09659958,-86.52765655,"39.09659958,-86.52765655",0
902401099,2015-02-02,Weekday,1000,2-Car,Incapacitating,SPEED TOO FAST FOR WEATHER CONDITIONS,POPCORN & ROCKPORT,39.00366138,-86.58485006,"39.00366138,-86.58485006",0
902401113,2015-02-02,Weekday,1100,2-Car,No injury/unknown,IMPROPER PASSING,3RD & HAWTHORNE,39.16425012,-86.52009644,"39.16425012,-86.52009644",38
902401114,2015-02-03,Weekday,600,Bus,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,E GENTRY & SR446S,39.15744,-86.471456,"39.15744,-86.471456",1
902401202,2015-02-03,Weekday,1100,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,E COTTAGE & FORREST,39.17264,-86.522432,"39.17264,-86.522432",39
902401268,2015-02-03,Weekday,1300,2-Car,No injury/unknown,UNSAFE BACKING,E 3RD,39.164465,-86.54881114,"39.164465,-86.54881114",33
902401483,2015-02-06,Weekday,1400,2-Car,Non-incapacitating,UNSAFE BACKING,S COLLEGE MALL,39.15412578,-86.49786768,"39.15412578,-86.49786768",5
902401485,2015-02-03,Weekday,1700,Bus,No injury/unknown,OVERCORRECTING/OVERSTEERING,ATWATER & JORDAN,39.16307055,-86.51640172,"39.16307055,-86.51640172",20
902401518,2015-02-03,Weekday,1400,2-Car,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,I69S & TAPP,39.13652039,-86.55490112,"39.13652039,-86.55490112",0
902401525,2015-02-03,Weekday,1800,2-Car,No injury/unknown,UNSAFE BACKING,3RD,39.16471431,-86.57198258,"39.16471431,-86.57198258",5
902401558,2015-02-03,Weekday,1800,2-Car,No injury/unknown,,E 7TH & N FORREST,39.16846991,-86.52233241,"39.16846991,-86.52233241",41
902401585,2015-02-03,Weekday,1600,Bus,No injury/unknown,IMPROPER PASSING,E 3RD & S JORDAN,39.16426018,-86.51639644,"39.16426018,-86.51639644",19
902401729,2015-02-03,Weekday,1300,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,3RD,39.164752,-86.573104,"39.164752,-86.573104",5
902401751,2015-02-03,Weekday,1100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,BUICK CADILLAC & COLLEGE MALL,39.15816,-86.497792,"39.15816,-86.497792",6
902401834,2015-02-04,Weekday,1300,2-Car,No injury/unknown,IMPROPER LANE USAGE,ANDY & CANTLIN,39.20146979,-86.58952027,"39.20146979,-86.58952027",0
902401835,2015-02-03,Weekday,1400,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,GILHAM & SR45W,39.12619019,-86.61423768,"39.12619019,-86.61423768",0
902401927,2015-02-06,Weekday,1300,2-Car,No injury/unknown,UNSAFE BACKING,N HARTSTRAIT,39.19372177,-86.61161804,"39.19372177,-86.61161804",0
902402030,2015-02-04,Weekday,1200,Bus,No injury/unknown,UNSAFE LANE MOVEMENT,THIRD & WOODLAWN,39.16426449,-86.5226336,"39.16426449,-86.5226336",42
902402081,2015-02-04,Weekday,1000,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,FULLERTON & SR37,39.12221377,-86.57112747,"39.12221377,-86.57112747",0
902402232,2015-02-04,Weekday,900,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,S ROGERS & W GORDON,39.12156008,-86.53915978,"39.12156008,-86.53915978",0
902402244,2015-02-04,Weekday,1400,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,2ND & WALKER,39.16142978,-86.54615754,"39.16142978,-86.54615754",36
902402255,2015-02-03,Weekday,1600,2-Car,No injury/unknown,LEFT OF CENTER,S ROCKPORT & W ROCKEAST,39.56294552,-86.61335974,"39.56294552,-86.61335974",0
902402299,2015-02-04,Weekday,1600,2-Car,No injury/unknown,UNSAFE BACKING,W 3RD,39.164848,-86.57961274,"39.164848,-86.57961274",5
902402321,2015-02-04,Weekday,1200,2-Car,No injury/unknown,IMPROPER LANE USAGE,ATWATER & JORDAN,39.163168,-86.516384,"39.163168,-86.516384",20
902402345,2015-02-04,Weekday,1000,2-Car,No injury/unknown,UNSAFE BACKING,N MORTON,39.173216,-86.536,"39.173216,-86.536",40
902402346,2015-02-04,Weekday,1500,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,S CORY & W 3RD,39.164544,-86.560096,"39.164544,-86.560096",4
902402479,2015-02-05,Weekday,600,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,17TH & COLLEGE,39.17896,-86.53472,"39.17896,-86.53472",34
902402485,2015-02-04,Weekday,1200,2-Car,No injury/unknown,UNSAFE BACKING,E 8TH & N FESS,39.1696,-86.525712,"39.1696,-86.525712",42
902402718,2015-02-05,Weekday,1100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,ATWATER & HENDERSON,39.163344,-86.5272,"39.163344,-86.5272",43
902402881,2015-02-05,Weekday,800,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,DILLMAN ROAD & SR37S,39.092976,-86.545648,"39.092976,-86.545648",0
902403110,2015-02-03,Weekday,2000,2-Car,Incapacitating,LEFT OF CENTER,LODGE & ROCKPORT,39.07883089,-86.59434062,"39.07883089,-86.59434062",0
902403119,2015-02-05,Weekday,1600,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,HUNTER & WOODLAWN,39.18335789,-86.52263,"39.18335789,-86.52263",4
902403132,2015-02-05,Weekday,1500,3+ Cars,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,HARTSTRAIT & SR46W,39.20619965,-86.61134338,"39.20619965,-86.61134338",0
902403152,2015-02-05,Weekday,1700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,DUNN & SR46,39.18629,-86.52800767,"39.18629,-86.52800767",3
902403188,2015-02-05,Weekday,1700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,FESS & THIRD,39.164448,-86.525792,"39.164448,-86.525792",43
902403226,2015-02-02,Weekday,2100,1-Car,No injury/unknown,UNSAFE SPEED,MT CARMEL & NORTH COUNTY LINE,39.296352,-86.684896,"39.296352,-86.684896",1
902403227,2015-02-04,Weekday,1500,2-Car,Incapacitating,FOLLOWING TOO CLOSELY,SR45W & STANFORD,39.09012095,-86.66591732,"39.09012095,-86.66591732",0
902403245,2015-02-05,Weekday,1800,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,SR45W,39.125312,-86.610496,"39.125312,-86.610496",0
902403246,2015-02-05,Weekday,1600,2-Car,No injury/unknown,IMPROPER LANE USAGE,CLEAR CREEK & S COLLEGE,39.111152,-86.5348,"39.111152,-86.5348",0
902403270,2015-02-04,Weekday,1400,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,S CURRY & SR45W,39.142048,-86.582592,"39.142048,-86.582592",1
902403271,2015-02-04,Weekday,1600,2-Car,No injury/unknown,IMPROPER TURNING,S OLD STATE ROAD 37,39.137088,-86.53056,"39.137088,-86.53056",1
902403272,2015-02-05,Weekday,2000,1-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,S OLD SR 37,39.137088,-86.53056,"39.137088,-86.53056",1
902403517,2015-02-05,Weekday,1200,2-Car,Incapacitating,IMPROPER PASSING,3RD & LIBERTY,39.11173798,-86.57913006,"39.11173798,-86.57913006",0
902403545,2015-02-06,Weekday,700,2-Car,No injury/unknown,UNSAFE BACKING,KIRKWOOD & WALNUT,39.16664,-86.53338831,"39.16664,-86.53338831",42
902403572,2015-02-06,Weekday,800,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E 10TH & N INDIANA,39.17168,-86.527024,"39.17168,-86.527024",40
902403604,2015-02-06,Weekday,900,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,S ROGERS & W DODDS,39.157616,-86.538592,"39.157616,-86.538592",41
902403660,2015-02-06,Weekday,1200,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,E 3RD & S JEFFERSON,39.164304,-86.506992,"39.164304,-86.506992",6
902403874,2015-02-06,Weekday,1300,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,GRAHAM & ROGERS,39.13992,-86.538416,"39.13992,-86.538416",2
902403881,2015-02-06,Weekday,1300,3+ Cars,Incapacitating,FOLLOWING TOO CLOSELY,EAST 3RD & SR46E,39.16619049,-86.46728758,"39.16619049,-86.46728758",1
902403913,2015-02-06,Weekday,1400,2-Car,No injury/unknown,IMPROPER LANE USAGE,E 7TH & N FORREST,39.16846653,-86.52117709,"39.16846653,-86.52117709",41
902403931,2015-02-06,Weekday,1700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,WALNUT,39.18650045,-86.53435337,"39.18650045,-86.53435337",3
902403941,2015-02-06,Weekday,1700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,FEE & SR45W,39.186032,-86.51984,"39.186032,-86.51984",1
902404009,2015-02-06,Weekday,1700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,NORTH WALNUT & SR46,39.18716267,-86.53412019,"39.18716267,-86.53412019",1
902404010,2015-02-06,Weekday,1500,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,SOUTH OAKDALE & SR45E,39.14976538,-86.56883016,"39.14976538,-86.56883016",2
902404096,2015-02-06,Weekday,400,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,N JENNER & N MT TABOR,39.32758974,-86.62634029,"39.32758974,-86.62634029",0
902404114,2015-02-06,Weekday,400,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,N KINSER,39.18584,-86.537872,"39.18584,-86.537872",3
902404141,2015-02-06,Weekday,1200,2-Car,No injury/unknown,UNSAFE BACKING,S HENDERSTON,39.13727951,-86.5280075,"39.13727951,-86.5280075",1
902404165,2015-02-07,Weekend,800,2-Car,Incapacitating,DISREGARD SIGNAL/REG SIGN,1ST & COLLEGE,39.15944,-86.53488,"39.15944,-86.53488",40
902404167,2015-02-07,Weekend,800,1-Car,Non-incapacitating,ROADWAY SURFACE CONDITION,2300 BLK VERNAL & LEMON,39.17693733,-86.55863439,"39.17693733,-86.55863439",3
902404196,2015-02-07,Weekend,1100,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,E CEDARWOOD,39.162352,-86.465488,"39.162352,-86.465488",1
902404215,2015-02-07,Weekend,1100,2-Car,No injury/unknown,IMPROPER LANE USAGE,N WALNUT & SR4546W,39.186368,-86.5344,"39.186368,-86.5344",3
902404220,2015-02-07,Weekend,1300,2-Car,No injury/unknown,UNSAFE BACKING,NORTH KINSER,39.187124,-86.53782337,"39.187124,-86.53782337",1
902404222,2015-02-07,Weekend,1200,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,3585 W BLOOMFIELD & BLOOMFIELD,39.148144,-86.572992,"39.148144,-86.572992",1
902404235,2015-02-06,Weekday,1200,2-Car,No injury/unknown,,FEE & LAW,39.173787,-86.51716386,"39.173787,-86.51716386",26
902404302,2015-02-07,Weekend,1500,2-Car,No injury/unknown,IMPROPER TURNING,6TH & LINCOLN,39.16768436,-86.53081568,"39.16768436,-86.53081568",42
902404318,2015-02-06,Weekday,1600,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,BURMA & SR37N,39.31185648,-86.5127544,"39.31185648,-86.5127544",0
902404374,2015-02-07,Weekend,1600,2-Car,No injury/unknown,UNSAFE BACKING,S ROLLING RIDGE,39.133744,-86.50592,"39.133744,-86.50592",0
902404377,2015-02-07,Weekend,1900,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E BUICK CADILLAC,39.15825796,-86.49702465,"39.15825796,-86.49702465",6
902404397,2015-02-06,Weekday,1600,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,FULLERTON & SR 37,39.12201105,-86.5709031,"39.12201105,-86.5709031",0
902404439,2015-02-07,Weekend,2100,2-Car,No injury/unknown,ROADWAY SURFACE CONDITION,SR 37 & SR46W,39.30670166,-86.5161972,"39.30670166,-86.5161972",0
902404465,2015-03-01,Weekend,0,2-Car,No injury/unknown,LEFT OF CENTER,COLLEGE MALL & SR46E,39.16424,-86.4984,"39.16424,-86.4984",6
902404474,2015-02-07,Weekend,2100,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,ALLEN & PATTERSON,39.15563017,-86.54330983,"39.15563017,-86.54330983",39
902404517,2015-03-01,Weekend,200,Bus,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,E 10TH & N JORDAN,39.171552,-86.515728,"39.171552,-86.515728",14
902404536,2015-03-01,Weekend,300,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,E 1OTH,39.17275989,-86.50468596,"39.17275989,-86.50468596",5
902404541,2015-03-01,Weekend,100,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,E 7TH & N SUNRISE,39.16853026,-86.51242017,"39.16853026,-86.51242017",14
902404624,2015-02-04,Weekday,1400,1-Car,No injury/unknown,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,S LEONARD SPRINGS,39.133808,-86.58258358,"39.133808,-86.58258358",1
902404638,2015-03-01,Weekend,900,2-Car,No injury/unknown,UNSAFE BACKING,E 3RD,39.16464,-86.53211918,"39.16464,-86.53211918",43
902404808,2015-02-07,Weekend,2100,2-Car,Non-incapacitating,DISREGARD SIGNAL/REG SIGN,S KIRBY & SR48W,39.16504,-86.610704,"39.16504,-86.610704",0
902404906,2015-03-01,Weekend,1400,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,E ROGERS & SNODDY,39.13576,-86.489488,"39.13576,-86.489488",0
902404959,2015-03-01,Weekend,1600,2-Car,No injury/unknown,UNSAFE BACKING,S COLLEGE MALL,39.15412578,-86.49786768,"39.15412578,-86.49786768",5
902404960,2015-03-01,Weekend,1500,2-Car,No injury/unknown,UNSAFE BACKING,S COLLEGE,39.16115717,-86.53485253,"39.16115717,-86.53485253",42
902405042,2015-03-01,Weekday,2200,3+ Cars,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,1ST & ROGERS,39.159504,-86.538592,"39.159504,-86.538592",41
902405062,2015-03-01,Weekday,2300,2-Car,No injury/unknown,UNSAFE BACKING,ROSE,39.1662177,-86.51097988,"39.1662177,-86.51097988",9
